gmId,IdW,Vov,Vth,CdbW,CsbW
0.613220815752461,71.1,2.644,0.656,6.56e-10,1.06e-09
0.617897727272727,70.4,2.634,0.656,6.57e-10,1.06e-09
0.621776504297994,69.8,2.614,0.656,6.58e-10,1.06e-09
0.626628075253256,69.1,2.594,0.656,6.58e-10,1.06e-09
0.630656934306569,68.5,2.584,0.656,6.59e-10,1.06e-09
0.635693215339233,67.8,2.574,0.656,6.6e-10,1.06e-09
0.639880952380952,67.2,2.554,0.656,6.6e-10,1.06e-09
0.645112781954887,66.5,2.534,0.656,6.61e-10,1.06e-09
0.649468892261002,65.9,2.524,0.656,6.62e-10,1.06e-09
0.654907975460123,65.2,2.514,0.656,6.62e-10,1.06e-09
0.659442724458204,64.6,2.494,0.656,6.63e-10,1.06e-09
0.66510172143975,63.9,2.474,0.656,6.64e-10,1.06e-09
0.669826224328594,63.3,2.464,0.656,6.65e-10,1.06e-09
0.674641148325359,62.7,2.444,0.656,6.65e-10,1.06e-09
0.679032258064516,62,2.434,0.656,6.66e-10,1.06e-09
0.684039087947883,61.4,2.424,0.656,6.67e-10,1.06e-09
0.689144736842105,60.8,2.404,0.656,6.67e-10,1.06e-09
0.695507487520799,60.1,2.384,0.656,6.68e-10,1.06e-09
0.700840336134454,59.5,2.374,0.656,6.69e-10,1.06e-09
0.706281833616299,58.9,2.364,0.656,6.7e-10,1.06e-09
0.710120068610635,58.3,2.344,0.656,6.7e-10,1.06e-09
0.717013888888889,57.6,2.324,0.656,6.71e-10,1.06e-09
0.72280701754386,57,2.314,0.656,6.72e-10,1.06e-09
0.728723404255319,56.4,2.304,0.656,6.73e-10,1.06e-09
0.732974910394265,55.8,2.284,0.656,6.73e-10,1.06e-09
0.739130434782609,55.2,2.264,0.656,6.74e-10,1.06e-09
0.746788990825688,54.5,2.254,0.656,6.75e-10,1.06e-09
0.75139146567718,53.9,2.244,0.656,6.76e-10,1.06e-09
0.75797373358349,53.3,2.224,0.656,6.76e-10,1.06e-09
0.764705882352941,52.7,2.214,0.656,6.77e-10,1.06e-09
0.769673704414587,52.1,2.194,0.656,6.78e-10,1.06e-09
0.776699029126214,51.5,2.174,0.656,6.79e-10,1.06e-09
0.783889980353635,50.9,2.164,0.656,6.79e-10,1.06e-09
0.789264413518887,50.3,2.154,0.656,6.8e-10,1.06e-09
0.796780684104628,49.7,2.134,0.656,6.81e-10,1.06e-09
0.80244399185336,49.1,2.114,0.656,6.82e-10,1.06e-09
0.810309278350515,48.5,2.104,0.656,6.83e-10,1.06e-09
0.818371607515658,47.9,2.094,0.656,6.83e-10,1.06e-09
0.824524312896406,47.3,2.074,0.656,6.84e-10,1.06e-09
0.831196581196581,46.8,2.054,0.656,6.85e-10,1.06e-09
0.837662337662338,46.2,2.044,0.656,6.86e-10,1.06e-09
0.846491228070175,45.6,2.034,0.656,6.87e-10,1.06e-09
0.853333333333333,45,2.014,0.656,6.88e-10,1.06e-09
0.862612612612613,44.4,1.994,0.656,6.88e-10,1.06e-09
0.867881548974943,43.9,1.984,0.656,6.89e-10,1.06e-09
0.875288683602771,43.3,1.964,0.656,6.9e-10,1.06e-09
0.885245901639344,42.7,1.954,0.656,6.91e-10,1.06e-09
0.893111638954869,42.1,1.944,0.656,6.92e-10,1.06e-09
0.901442307692308,41.6,1.924,0.656,6.93e-10,1.06e-09
0.909756097560976,41,1.904,0.656,6.93e-10,1.06e-09
0.91604938271605,40.5,1.894,0.656,6.94e-10,1.06e-09
0.927318295739348,39.9,1.884,0.656,6.95e-10,1.06e-09
0.934010152284264,39.4,1.864,0.656,6.96e-10,1.06e-09
0.943298969072165,38.8,1.844,0.656,6.97e-10,1.06e-09
