gmId,IdW,Vov,Vth,CdbW,CsbW
0.69811320754717,31.8,2.526,-0.774,6.32e-10,9.24e-10
0.703821656050955,31.4,2.516,-0.774,6.33e-10,9.24e-10
0.707395498392283,31.1,2.496,-0.774,6.33e-10,9.24e-10
0.711038961038961,30.8,2.486,-0.774,6.34e-10,9.24e-10
0.714754098360656,30.5,2.466,-0.774,6.34e-10,9.24e-10
0.720930232558139,30.1,2.456,-0.774,6.35e-10,9.24e-10
0.724832214765101,29.8,2.436,-0.774,6.35e-10,9.24e-10
0.728813559322034,29.5,2.426,-0.774,6.36e-10,9.24e-10
0.736301369863014,29.2,2.406,-0.774,6.36e-10,9.24e-10
0.740484429065744,28.9,2.396,-0.774,6.37e-10,9.24e-10
0.744755244755245,28.6,2.376,-0.774,6.37e-10,9.24e-10
0.749116607773852,28.3,2.366,-0.774,6.38e-10,9.24e-10
0.753571428571429,28,2.356,-0.774,6.38e-10,9.24e-10
0.75812274368231,27.7,2.336,-0.774,6.39e-10,9.24e-10
0.765567765567766,27.3,2.326,-0.774,6.39e-10,9.24e-10
0.77037037037037,27,2.306,-0.774,6.4e-10,9.24e-10
0.775280898876405,26.7,2.296,-0.774,6.4e-10,9.24e-10
0.78030303030303,26.4,2.276,-0.774,6.41e-10,9.24e-10
0.78544061302682,26.1,2.266,-0.774,6.41e-10,9.24e-10
0.794573643410853,25.8,2.246,-0.774,6.42e-10,9.24e-10
0.8,25.5,2.236,-0.774,6.42e-10,9.24e-10
0.805555555555556,25.2,2.226,-0.774,6.43e-10,9.24e-10
0.811244979919679,24.9,2.206,-0.774,6.43e-10,9.24e-10
0.813765182186235,24.7,2.196,-0.774,6.44e-10,9.24e-10
0.819672131147541,24.4,2.176,-0.774,6.44e-10,9.24e-10
0.825726141078838,24.1,2.166,-0.774,6.45e-10,9.24e-10
0.831932773109244,23.8,2.146,-0.774,6.45e-10,9.24e-10
0.838297872340426,23.5,2.136,-0.774,6.46e-10,9.24e-10
0.844827586206897,23.2,2.116,-0.774,6.47e-10,9.24e-10
0.851528384279476,22.9,2.106,-0.774,6.47e-10,9.24e-10
0.858407079646018,22.6,2.096,-0.774,6.48e-10,9.24e-10
0.861607142857143,22.4,2.076,-0.774,6.48e-10,9.24e-10
0.868778280542986,22.1,2.066,-0.774,6.49e-10,9.24e-10
0.876146788990826,21.8,2.046,-0.774,6.49e-10,9.24e-10
0.883720930232558,21.5,2.036,-0.774,6.5e-10,9.24e-10
0.891509433962264,21.2,2.016,-0.774,6.5e-10,9.24e-10
0.895238095238095,21,2.006,-0.774,6.51e-10,9.24e-10
0.903381642512077,20.7,1.986,-0.774,6.52e-10,9.24e-10
0.911764705882353,20.4,1.976,-0.774,6.52e-10,9.24e-10
0.915841584158416,20.2,1.956,-0.774,6.53e-10,9.24e-10
0.924623115577889,19.9,1.946,-0.774,6.53e-10,9.24e-10
0.933673469387755,19.6,1.936,-0.774,6.54e-10,9.24e-10
0.94300518134715,19.3,1.916,-0.774,6.54e-10,9.24e-10
0.947643979057592,19.1,1.906,-0.774,6.55e-10,9.24e-10
0.957446808510638,18.8,1.886,-0.774,6.56e-10,9.24e-10
0.962365591397849,18.6,1.876,-0.774,6.56e-10,9.24e-10
0.972677595628415,18.3,1.856,-0.774,6.57e-10,9.24e-10
0.983333333333333,18,1.846,-0.774,6.57e-10,9.24e-10
0.98876404494382,17.8,1.826,-0.774,6.58e-10,9.24e-10
1,17.5,1.816,-0.774,6.59e-10,9.24e-10
1.00578034682081,17.3,1.806,-0.774,6.59e-10,9.24e-10
1.01764705882353,17,1.786,-0.774,6.6e-10,9.24e-10
1.02380952380952,16.8,1.776,-0.774,6.6e-10,9.24e-10
1.03636363636364,16.5,1.756,-0.774,6.61e-10,9.24e-10
1.04294478527607,16.3,1.746,-0.774,6.62e-10,9.24e-10
1.05,16,1.726,-0.774,6.62e-10,9.24e-10
1.05696202531646,15.8,1.716,-0.774,6.63e-10,9.24e-10
1.07096774193548,15.5,1.696,-0.774,6.64e-10,9.24e-10
1.07843137254902,15.3,1.686,-0.774,6.64e-10,9.24e-10
1.08609271523179,15.1,1.666,-0.774,6.65e-10,9.24e-10
1.10135135135135,14.8,1.656,-0.774,6.65e-10,9.24e-10
1.10958904109589,14.6,1.646,-0.774,6.66e-10,9.24e-10
