gmId,IdW,Vov,Vth,CdbW,CsbW
0.695890410958904,36.5,2.525,-0.775,6.32e-10,9.24e-10
0.700831024930748,36.1,2.515,-0.775,6.33e-10,9.24e-10
0.70391061452514,35.8,2.495,-0.775,6.33e-10,9.24e-10
0.709039548022599,35.4,2.485,-0.775,6.34e-10,9.24e-10
0.714285714285714,35,2.465,-0.775,6.34e-10,9.24e-10
0.717579250720461,34.7,2.455,-0.775,6.35e-10,9.24e-10
0.723032069970846,34.3,2.435,-0.775,6.35e-10,9.24e-10
0.728613569321534,33.9,2.425,-0.775,6.36e-10,9.24e-10
0.732142857142857,33.6,2.405,-0.775,6.36e-10,9.24e-10
0.737951807228916,33.2,2.395,-0.775,6.37e-10,9.24e-10
0.741641337386018,32.9,2.375,-0.775,6.37e-10,9.24e-10
0.747692307692308,32.5,2.365,-0.775,6.38e-10,9.24e-10
0.751552795031056,32.2,2.355,-0.775,6.38e-10,9.24e-10
0.757861635220126,31.8,2.335,-0.775,6.39e-10,9.24e-10
0.761904761904762,31.5,2.325,-0.775,6.39e-10,9.24e-10
0.765273311897106,31.1,2.305,-0.775,6.4e-10,9.24e-10
0.769480519480519,30.8,2.295,-0.775,6.4e-10,9.24e-10
0.776315789473684,30.4,2.275,-0.775,6.41e-10,9.24e-10
0.780730897009967,30.1,2.265,-0.775,6.41e-10,9.24e-10
0.787878787878788,29.7,2.245,-0.775,6.42e-10,9.24e-10
0.792517006802721,29.4,2.235,-0.775,6.42e-10,9.24e-10
0.8,29,2.225,-0.775,6.43e-10,9.24e-10
0.804878048780488,28.7,2.205,-0.775,6.43e-10,9.24e-10
0.809859154929577,28.4,2.195,-0.775,6.44e-10,9.24e-10
0.817857142857143,28,2.175,-0.775,6.44e-10,9.24e-10
0.823104693140794,27.7,2.165,-0.775,6.45e-10,9.24e-10
0.828467153284671,27.4,2.145,-0.775,6.45e-10,9.24e-10
0.837037037037037,27,2.135,-0.775,6.46e-10,9.24e-10
0.842696629213483,26.7,2.115,-0.775,6.47e-10,9.24e-10
0.848484848484848,26.4,2.105,-0.775,6.47e-10,9.24e-10
0.850574712643678,26.1,2.095,-0.775,6.48e-10,9.24e-10
0.859922178988327,25.7,2.075,-0.775,6.48e-10,9.24e-10
0.866141732283465,25.4,2.065,-0.775,6.49e-10,9.24e-10
0.872509960159363,25.1,2.045,-0.775,6.49e-10,9.24e-10
0.879032258064516,24.8,2.035,-0.775,6.5e-10,9.24e-10
0.885714285714286,24.5,2.015,-0.775,6.5e-10,9.24e-10
0.896265560165975,24.1,2.005,-0.775,6.51e-10,9.24e-10
0.903361344537815,23.8,1.985,-0.775,6.52e-10,9.24e-10
0.906382978723404,23.5,1.975,-0.775,6.52e-10,9.24e-10
0.913793103448276,23.2,1.955,-0.775,6.53e-10,9.24e-10
0.921397379912664,22.9,1.945,-0.775,6.53e-10,9.24e-10
0.929203539823009,22.6,1.935,-0.775,6.54e-10,9.24e-10
0.937219730941704,22.3,1.915,-0.775,6.54e-10,9.24e-10
0.945454545454545,22,1.905,-0.775,6.55e-10,9.24e-10
0.953917050691244,21.7,1.885,-0.775,6.56e-10,9.24e-10
0.957943925233645,21.4,1.875,-0.775,6.56e-10,9.24e-10
0.966824644549763,21.1,1.855,-0.775,6.57e-10,9.24e-10
0.975961538461539,20.8,1.845,-0.775,6.57e-10,9.24e-10
